text,label
conducted survey quite likely many feel assaulted onel demons creators would felt walls covered eminent figures patriotic heroes epic deeds,fear
feel like ive innocent version one night stand,joy
remember feeling nervous wasnt progressing thrilled,fear
know wont make better person feeling wont help wont make successful,joy
know need sleep feeling dissatisfied yet accomplish instead glowing pride done,anger
allowing feel things bothered,anger
feel aching inside,sadness
feel like im bitter old lady long life cant deal anymore,anger
cant help feel longing outside feel rain skin sticky tree droppings feet,love
im feeling really shitty life general want write continuously,sadness
feel thrilled share fans lots songs inspiring,joy
feel less isolated,sadness
know still feels unpleasant,sadness
read lad mags sip herbal tea leave feeling terrific,joy
highly critical dennis covingtons book article must admit say something merit discussion noted closing chapters feeling god dangerous business,anger
im sure youre alone feeling little funny enjoying art even black created black endorsed art littered term would brand hateful backward racist capital r uttered conversation,surprise
feel like love everyone least compassionate toward others,love
fascinated feel uptight many challenges life,fear
feel pretty honored around really great moms women,joy
pissed lol screaming silently baby sleep beside well thats tody another day feel like petty,anger
feeling somehow week go quickly splendid wouldnt way two favorite men await end week ryan andrew bird course,joy
im incredibly sensitive cold feel extremely unpleasant thing exposed,sadness
im happy really looking feeling awful,sadness
feel ashamed youre perfectly fine granting,sadness
started feeling better towards afternoon still intend finish things list,joy
feel ashamed afraid let people come see messy house afraid pulled car towed unpaid ticket afraid blood work come back diagnosis imminent death,sadness
im feeling little regretful itll pass thats happens regret,sadness
feel like legality marriage tatters thanks hateful lies messaging prop campaign,anger
feel like talking im sure listen since seems like boring deep artistic stuff lol put,joy
know time read long email truly feel blessed part remarkable journey,love
started feel butterflies stomach body starting get hot,love
im feeling nervous,fear
starting feel compassionate towards roslin,love
feel like dont honestly know bits dt admired results ccs wit,love
flung suitcase last minute break crossing explode pressurized cabin thus far feeling pretty splendid things,joy
think agree give extra measure humility feel really stupid,sadness
didnt really feel like thankful,joy
already feeling festive,joy
think writing really expressed intensity emotion one would feel losing beloved spouse,love
shouldnt afraid go public feel paranoid ive done nothing wrong,fear
want people leave alone make special feel really vain bad people pay much attention,sadness
know im carrying obvious prejudice feelings watching repeatedly tortured topic,anger
really feel like trying cute every day,joy
feel particularly sympathetic toward,love
remember feeling annoyed also wondering stop buy something,anger
look stack twenty five term papers feel overwhelmed,surprise
feel peaceful together,joy
feel better grateful normally good health,joy
realized tired feeling weird relationships boys,fear
feel like artists love ones find truly talented seem unique style recognize mile away,joy
feeling mica isnt graceful im willing proved wrong think jan might pull something fabulous bag,joy
receive good news joy like magi feel threatened gods message like herod,fear
